64,Peeresses have been created . Most Labour sentiment
65,would still favour the abolition of the House
66,"of Lords , but while it remains Labour has to"
67,have an adequate number of members . THE
68,two rival African Nationalist Parties of Northern
69,Rhodesia have agreed to get together to face the
70,"challenge from Sir Roy Welensky , the Federal Premier ."
71,Delegates from Mr. Kenneth Kaunda's United National Independence
72,"Party ( 280,000 members ) and Mr. Harry Nkumbula's African"
73,"National Congress ( 400,000 ) will meet in London today"
74,to discuss a common course of action . Sir Roy is
75,violently opposed to Africans getting an elected majority
76,"in Northern Rhodesia , but the Colonial Secretary ,"
77,"Mr. Iain Macleod , is insisting on a policy of change ."
78,Delegates from Mr. Kenneth Kaunda's
79,United National Independence Party
80,"( 280,000 members ) and Mr. Harry Nkumbula's"
81,"African National Congress ( 400,000 ) will"
82,meet in London today to discuss a common
83,course of action . Sir Roy is violently
84,opposed to Africans getting an elected
85,"majority in Northern Rhodesia , but the"
86,"Colonial Secretary , Mr. Iain Macleod ,"
87,is insisting on a policy of change .
88,Delegates from Mr. Kenneth Kaunda's United
89,"National Independence Party ( 280,000 members )"
90,and Mr. Harry Nkumbula's African National
91,"Congress ( 400,000 ) will meet in London today"
92,to discuss a common course of action .
93,Sir Roy is violently opposed to Africans
94,getting an elected majority in Northern
95,"Rhodesia , but the Colonial Secretary , Mr. Iain"
96,"Macleod , is insisting on a policy of change ."
97,Sir Roy's United Federal Party is boycotting
98,the London talks on the Protectorate's
99,future . Said Mr. Nkumbula last night :
100,""" We want to discuss what to do if the"
101,British Government gives in to Sir Roy and
102,the talks fall through . There are bound
103,"to be demonstrations . "" Yesterday Sir Roy's"
104,"chief aide , Mr. Julius Greenfield , telephoned"
105,his chief a report on his talks with
106,Mr. Macmillan at Chequers .
107,Sir Roy's United Federal Party is
108,boycotting the London talks on the
109,Protectorate's future . Said Mr. Nkumbula
110,"last night : "" We want to discuss what to"
111,"do if the British demonstrations . """
112,"Yesterday Sir Roy's chief aide , Mr."
113,"Julius Greenfield , telephoned his chief"
114,a report on his talks with Mr. Macmillan
115,at Chequers .
116,Sir Roy's United Federal Party is boycotting
117,the London talks on the Protectorate's
118,future . Said Mr. Nkumbula last night :
119,""" We want to discuss what to do if the"
120,British Government gives in to Sir Roy
121,and the talks fall through . There are bound
122,"to be demonstrations . "" Yesterday Sir Roy's"
123,"chief aide , Mr. Julius Greenfield , telephoned"
124,his chief a report on his talks with Mr.
125,Macmillan at Chequers .
126,Mr. Macleod went on with the conference at
127,Lancaster House despite the crisis which had
128,blown up . He has now revealed his full plans
129,to the Africans and Liberals attending . These
130,plans do not give the Africans the overall
131,majority they are seeking . African delegates
132,are studying them today . The conference
133,will meet to discuss the function of a
134,proposed House of Chiefs .
135,Mr. Macleod went on with the conference
136,at Lancaster House despite the crisis
137,which had blown up . He has now revealed
138,his full plans to the Africans and Liberals
139,attending . These plans do not give the
140,Africans the overall majority they are
141,seeking . African delegates are studying
142,them today . The conference will meet
143,to discuss the function of a proposed
144,House of Chiefs .
145,Mr. Macleod went on with the conference at
146,Lancaster House despite the crisis which had
147,blown up . He has now revealed his full plans
148,to the Africans and Liberals attending . These
149,plans do not give the Africans the overall majo-
150,rity they are seeking . African delegates are
151,studying them today . The conference will meet
152,to discuss the function of a proposed House
153,of Chiefs .
154,"MR. IAIN MACLEOD , the Colonial Secretary , denied"
155,in the Commons last night that there have been
156,secret negotiations on Northern Rhodesia's future .
157,The Northern Rhodesia conference in London has
158,been boycotted by the two main settlers' parties -
159,the United Federal Party and the Dominion Party .
160,"But representatives of Sir Roy Welensky , Prime"
161,"Minister of the Central African Federation , went"
162,to Chequers at the week-end for talks with
163,Mr. Macmillan .
164,"MR. IAIN MACLEOD , the Colonial Secretary ,"
165,denied in the Commons last night that
166,there have been secret negotiations on
167,Northern Rhodesia's future . The Northern
168,Rhodesia conference in London has been
169,boycotted by the two main settlers' parties -
170,the United Federal Party and the Dominion
171,Party . But representatives of Sir Roy
172,"Welensky , Prime Minister of the Central"
173,"African Federation , went to Chequers at"
174,the week-end for talks with Mr. Macmillan .
175,"Mr. Iain Macleod , the Colonial Secretary , denied"
176,in the Commons last night that there have
177,been secret negotiations on the Northern Rhodesia's
178,future . The Northern Rhodesia conference in
179,London has been boycotted by the two main
180,settlers' parties - the United Federal Party
181,and the Dominion Party . But representatives
182,"of Sir Roy Welensky , Prime Minister of the"
183,"Central African Federation , went to Chequers"
184,at the week-end for talks with Mr. Macmillan .
185,Northern Rhodesia is a member of the Federation .
186,Mr. Macleod was not at the week-end meeting . But he told
187,"M Ps yesterday : "" I have no knowledge of secret negotiations . """
188,He said Britain had an obligation to consult the Federal
189,Government . But the final decision remained with the British
190,"Government . Mr. James Callaghan , Labour's Colonial spokesman ,"
191,said Sir Roy had no right to delay progress in the talks by
192,refusing to sit round the conference table .
193,Northern Rhodesia is a member of the Federation .
194,Mr. Macleod was not at the week-end
195,"meeting . But he told M Ps yesterday : "" I"
196,"have no knowledge of secret negotiations . """
197,He said Britain had an obligation to consult
198,the Federal Government . But the final
199,decision remained with the British Government .
200,"Mr. James Callaghan , Labour's Colonial"
201,"spokesman , said Sir Roy had no right to"
202,delay progress in the talks by refusing
203,to sit round the conference table .
204,Northern Rhodesia is a member of the Fede-
205,ration . Mr. Macleod was not at the week-end
206,"meeting . But he told M Ps yesterday : "" I"
207,"have no knowledge of secret negotiations . "" He"
208,said Britain had an obligation to consult
209,"the Federal Government . Mr. James Callaghan ,"
210,"Labour's Colonial spokesman , said Sir Roy had"
211,no right to delay progress in the talks by
212,refusing to sit round the conference table .
213,Mr. Macleod thought the two Rhodesian
214,parties had refused to attend the talks
215,because Sir Roy had found messages
216,"sent from the Government were "" unsatisfac-"
217,"tory . "" African delegates to the talks yester-"
218,day called on Mr. Macmillan to cease his
219,"negotiations with Sir Roy's representative ,"
220,Mr. Julius Greenfield . He was at Che-
221,quers last week-end . They said they
222,"regarded with "" growing anger "" the "" gross"
223,"and unconstitutional "" interference by"
224,Sir Roy's Federal Government in the
225,talks .
226,Mr. Macleod thought the two Rhodesian parties
227,had refused to attend the talks because Sir Roy
228,had found messages sent from the Government were
229,""" unsatisfactory . "" African delegates to the talks yesterday"
230,called on Mr. Macmillan to cease his negotiations with
231,"Sir Roy's representative , Mr. Julius Greenfield . He was"
232,at Chequers last week-end . They said they regarded
233,"with "" growing anger "" the gross and unconstitutional """
234,interference by Sir Roy's Federal Government in the talks .
235,Informal talks at Lancaster House will
236,resume today . President Kennedy today
237,defended the appointment of a Negro as
238,his Housing Minister . It has aroused
239,strong opposition from the anti-Negro
240,senators of the Deep South . The negro
241,is Mr. Robert Weaver of New York . One
242,of his tasks will be to see there is no
243,racial discrimination in Government
244,and State housing projects .
245,B.Kaufmann
246,Informal talks at Lancaster House will
247,resume today . PRESIDENT KENNEDY today
248,defended the appointment of a Negro as
249,his Housing Minister . It has aroused strong
250,opposition from the anti-Negro senators of the
251,Deep South . The negro is Mr. Robert #
252,Weaver of New York . One of his tasks will
253,be to see there is no racial discrimination
254,in Government and State housing
255,projects .
256,Informal talks at Lancaster House will resume
257,today . PRESIDENT KENNEDY today defended
258,the appointment of a Negro as his Housing Minister .
259,It has aroused strong opposition from the anti-Negro
260,senators of the Deep South . The negro is Mr.
261,Robert Weaver of New York . One of his tasks
262,will be to see there is no racial discrimination
263,in Government and State housing projects .
264,Senator Allen Ellender of Louisiana sparked
265,off the opposition by telling a television
266,"audience it was "" current Washington gossip """
267,that Weaver once had Communist affiliations .
268,"The Senate Banking Committee , which is headed"
269,"by another Southern Senator - Willis Robertson ,"
270,of Virginia - met today in closed session
271,to discuss Weaver's appointment . Senator
272,Robertson later disclosed he had sent a letter
273,to Mr. Kennedy saying he had received several
274,complaints about Weaver's loyalty .
275,"Senator Allen Ellender , of Louisiana ,"
276,sparked off the opposition by telling a
277,"television audience it was "" current"
278,"Washington gossip "" that Weaver once had"
279,Communist affiliations . The Senate Banking
280,"Committee , which is headed by another"
281,"Southern Senator - Willis Robertson , of"
282,Virginia - met today in closed session to
283,discuss Weaver's appointment . Senator
284,Robertson later disclosed he had sent a letter
285,to Mr. Kennedy saying he had received
286,"Senator Allen Ellender , of Louisiana ,"
287,sparked off the opposition by telling a
288,"television audience it was "" current Washington"
289,"gossip "" that Weaver once had Communist affilia-"
290,"tions . The Senate Banking Committee , which"
291,is headed by another Southern Senator -
292,"Willis Robertson , of Virginia - met today in"
293,closed session to discuss Weaver's appointment .
294,Senator Robertson later disclosed he had sent a
295,letter to Mr. Kennedy saying he had received several
296,complaints about Weaver's loyalty .
297,He said these concerned Mr. Weaver's
298,alleged association with organisations black-
299,listed by the Government . Immediately
300,Mr. Kennedy rushed a letter to Senator
301,Robertson saying the Federal Bureau of In-
302,vestigation had reported on Mr. Weaver .
303,"He believed he would perform "" outstanding"
304,"service "" in his post . Senator Robertson's"
305,committee has to pass Mr. Weaver's
306,nomination before it can be con-
307,# sidered by the full Senate .
308,He said these concerned Mr. Weaver's
309,alleged association with organisations black-
310,listed by the Government . Immediately Mr.
311,Kennedy rushed a letter to Senator Robertson
312,saying the Federal Bureau of Investigation had
313,reported on Mr. Weaver . He believed
314,"he would perform "" outstanding service """
315,in his post . Senator Robertson's committee
316,has to pass Mr. Weaver's nomination before it
317,can be considered by the full Senate .
318,He said these concerned Mr. Weaver's alleged
319,association with organisations black-listed by the
320,Government . Immediately Mr. Kennedy rushed a letter
321,to Senator Robertson saying the Federal Bureau
322,of Investigation had reported on Mr. Weaver .
323,"He believed he would perform "" outstanding"
324,"service "" in his post . Senator Robertson's"
325,committee has to pass Mr. Weaver's
326,nomination before it can be considered by the
327,full Senate .
328,PRESIDENT KENNEDY is ready to get tough
329,over West Germany's cash offer to help
330,America's balance of payments position .
331,He said bluntly in Washington yester-
332,day that the offer - 357million - was
333,not good enough . And he indicated
334,that his Government would try to get
335,Germany to pay more . He did not
336,mention personal talks with Dr.
337,"Adenauer , the West German Chancellor ."
338,PRESIDENT KENNEDY is ready to get tough
339,over West Germany's cash offer to help
340,America's balance of payments position . He
341,said bluntly in Washington yesterday that
342,the offer - 357million - was not good enough .
343,And he indicated that his Government
344,would try to get Germany to pay more . He
345,did not mention personal talks with Dr.
346,"Adenauer , the West German Chancellor ."
347,PRESIDENT KENNEDY is ready to get
348,tough over West Germany's cash offer to
349,help America's balance of payments position
350,He said bluntly in Washington yesterday
351,that the offer - 357million - was not good
352,enough . And he indicated that his
353,Government would try to get Germany to
354,pay more . He did not mention personal
355,"talks with Dr. Adenauer , the West"
356,German Chancellor .
357,"But he said discussions "" on a higher"
358,"level than in the past "" might be"
359,useful . The President will probably
360,"discuss the problem with Dr. Brentano ,"
361,"the West German Foreign Minister , who is"
362,due in Washington next week . A big
363,"slice of Germany's "" aid "" # is the early"
364,payment of a 210million debt to America .
365,United States officials quickly point out
366,that this is money due to America
367,anyway .
368,"But he said discussions "" on a higher"
369,"level than in the past "" might be useful ."
370,The President will probably discuss the
371,"problem with Dr. Brentano , the West German"
372,"Foreign Minister , who is due in Washington"
373,"next week . A big slice of Germany's "" aid """
374,is the early payment of a 210million
375,debt to America . United States officials
376,quickly point out that this is money due
377,to America anyway .
378,"But he said discussions "" on a higher"
379,"level than in the past "" might be useful ."
380,The President will probably discuss the
381,"problem with Dr. Brentano , the West"
382,"German Foreign Minister , who is due in"
383,Washington next week . A big slice of
384,"Germany's "" aid "" is the early payment"
385,of a 210million debt to America . United
386,States officials quickly point out that
387,this is money due to America anyway .
388,And they are unimpressed by the Germans' claim
389,that they cannot pay more than 357million
390,without upsetting their own economy . The
391,Americans say Germany is having it too
392,good and is not paying for the past
393,or for the present . The Adenauer Government
394,flatly rejected attempts by the Eisenhower
395,Government to get them to pay a regular
396,sum towards the cost of keeping American
397,troops in Germany .
398,These support costs are a big drain on
399,America's dollar reserves . Dr. Adenauer's
400,answer is the once-and-for-all cash
401,offer of 357million . President Kennedy's
402,rejection of it is a painful blow to the
403,West German Government . It will now have
404,to pay more - and increase taxation to do
405,so - or run the obvious # risks in upsetting
406,the new American administration .
407,These support costs are a big drain on America's
408,dollar reserves . Dr. Adenauer's answer is the
409,once-and-for-all cash offer of 357million . President
410,Kennedy's rejection of it is a painful blow to the
411,West German Government . It will now have to pay
412,more - and increase taxation to do so - or
413,run the obvious risks in upsetting the new
414,American administration .
415,"And , since this is election year in West"
416,"Germany , Dr. Adenauer is in a tough"
417,spot . Joyce Egginton cables : President
418,Kennedy at his Washington Press con-
419,ference admitted he did not know
420,whether America was lagging behind
421,Russia in missile power . He said he
422,was waiting for his senior military
423,aides to come up with the answer on
424,February 20 .
425,"And , since this is election year in West"
426,"Germany , Dr. Adenauer is in a tough spot ."
427,Joyce Egginton cables : President Kennedy
428,at his Washington Press conference admitted
429,he did not know whether America was
430,lagging behind Russia in missile power .
431,He said he was waiting for his senior
432,military aides to come up with the answer
433,on February 20 .
434,This surprising statement was a sharp about-
435,face from his warnings during the
436,Presidential election campaign . He claimed
437,slackness in the Eisenhower Administration
438,had caused America to lag behind Russia
439,in nuclear development . President Kennedy
440,did his best to avoid giving Pressmen
441,a direct answer . George Brown
442,CHILDREN TWO men who are poles apart
443,in personality last night dominated
444,"Mr. Brown , passionate and warm-hearted , led"
445,Labour's attack on the higher health
446,"charges . Mr. Powell , white-faced and outwardly"
447,"unemotional , replied with a statistical state-"
448,ment - and ended by inciting Labour M Ps
449,to angry uproar . One dealt with the human
450,issue behind the Health Service ; the other
451,tried to show that the balance-sheet must
452,always come first .
453,"Mr. Brown , passionate and warm-hearted ,"
454,led Labour's attack on the higher health
455,"charges . Mr. Powell , white-faced and"
456,"outwardly unemotional , replied with a"
457,statistical statement - and ended by inciting
458,Labour M Ps to angry uproar . One dealt
459,with the human issue behind the Health
460,Service ; the other tried to show that the
461,balance-sheet must always come first .
462,The result of the vote was not in
463,doubt . For the Tories were massed
464,in answer to their whips to defeat a
465,censure motion on the Government for
466,""" undermining the Health Service "" and"
467,placing heavy burdens on those least
468,able to bear them . Mr. Brown
469,declared that the policy under censure
470,was monstrous . It had offended many
471,people far beyond the ranks of Labour
472,supporters .
473,The result of the vote was not in doubt .
474,For the Tories were massed in answer to
475,their whips to defeat a censure motion
476,"on the Government for "" undermining the"
477,"Health Service "" and placing heavy burdens"
478,on those least able to bear them . Mr.
479,Brown declared that the policy under
480,censure was monstrous . It had offended
481,many people far beyond the ranks of
482,Labour supporters .
483,"The Press , many doctors and public were"
484,denouncing the proposals . He quoted from
485,this letter which Mr. Gaitskell had received :
486,""" My background is a doctor of 68 , who"
487,"has practised medicine for 43 years , chiefly"
488,"as a panel doctor . "" I am a lifelong"
489,Conservative . I am horrified and amazed
490,by my party's proposal to prostitute the
491,whole principle of the State service and
492,to render that service a hardship to poor
493,people .
494,""" After a lifetime of helping others and"
495,"healing the sick , my considered"
496,opinion is that anybody supporting
497,"the increased charges is a wicked ,"
498,"old - . "" Mr. Brown went on : "" We"
499,are dealing with a noble edifice which
500,needs an imaginative architect to
501,"improve it , but it has got a"
502,quantity surveyor . We have descended
503,from the real problems to fiddling about
504,with bills of cost .
505,""" After a lifetime of helping others and"
506,"healing the sick , my considered opinion is that"
507,anybody supporting the increased charges is a
508,"wicked , old - . "" Mr. Brown went on : "" We"
509,are dealing with a noble edifice which
510,needs an imaginative architect to improve
511,"it , but it has got a quantity surveyor . We"
512,have descended from the real problems to
513,fiddling about with bills of cost .
514,"We believe that a comprehensive medical service , free to the patient"
515,at the point of need and with one standard for all sick
516,"people , is good and attainable . "" We remain for it . But the Tories"
517,"never were . "" Interrupted by angry Tories , Mr. Brown retorted :"
518,""" The jackals bay when there is nothing better they can do . """
519,""" We believe that a comprehensive medical"
520,"service , free to the patient at the point"
521,of need and with one standard for all
522,"sick people , is good and attainable ."
523,""" We remain for it . But the Tories"
524,"never were . "" Interrupted by angry Tories ,"
525,"Mr. Brown retorted : "" The jackals bay"
526,"when there is nothing better they can do . """
527,He told them that their conception of social services was wholly
528,different - fundamentally different from that of Labour . They
529,would provide an ambulance service for the absolutely
530,wretched - but it would not be too comfortable nor too easy to
531,get . Answering jeers that it was Labour which first put a
532,"ceiling on health spending and started charges , Mr. Brown"
533,reminded the hostile Government benches that was
534,done in 1950 because of the financial strain of
535,the Korean war .
536,He told them that their conception of social
537,services was wholly different - fundamentally
538,different from that of Labour . They would
539,provide an ambulance service for the absolutely
540,wretched - but it would not be too comfortable
541,nor too easy to get . Answering jeers that
542,it was Labour which first put a ceiling
543,"on health spending and started charges , Mr."
544,Brown reminded the hostile Government benches
545,that was done in 1950 because of the financial
546,strain of the Korean war .
547,"In fact , the Tories made it worse now for the sick and"
548,needy than Labour had to make it in 1950 . And
549,"as a percentage of social service expenditure ,"
550,health had fallen from 28.5 to 23.1 per cent.
551,Then Mr. Brown swung his attack directly to the
552,unsmiling Mr. Powell . He demanded that instead
553,of taking it out of the patients Mr. Powell should
554,take ruthless action against the drug making
555,"industry , whose profits had risen by up to 400"
556,per cent. in the last eight years .
557,"In fact , the Tories made it worse now"
558,for the sick and needy than Labour had
559,to make it in 1950 . And as a percentage
560,"of social service expenditure , health had"
561,fallen from 28.5 to 23.1 per cent. Then
562,Mr. Brown swung his attack directly to
563,the unsmiling Mr. Powell . He demanded
564,that instead of taking it out of the
565,patients Mr. Powell should take ruthless
566,"action against the drug making industry , #"
567,whose profits had risen by up to 400 per
568,""" Mr. Powell finds it easier to take it out of mothers ,"
569,children and sick people than to take on this vast
570,"industry , "" Mr. Brown commented icily . "" Let us have a"
571,full inquiry into the cost of drugs and the pharmaceutical
572,"industry . "" The health of children today owed much"
573,to the welfare food scheme . It was maintained
574,during the war . Now in conditions of Tory
575,affluence it seemed it could not be carried on .
576,""" Mr. Powell finds it easier to take it out"
577,"of mothers , children and sick people than"
578,"to take on this vast industry , "" Mr."
579,"Brown commented icily . "" Let us have a"
580,full inquiry into the cost of drugs and
581,"the pharmaceutical industry . "" The health"
582,of children today owed much to the welfare
583,food scheme . It was maintained during
584,the war . Now in conditions of Tory
585,affluence it seemed it could not be
586,carried on .
587,When Mr. Brown sat down Labour M Ps cheered for
588,a full minute - and even his bitterest opponents
589,on defence joined in . Mr. Powell devoted half his speech
590,"to giving details of plans for improving the hospital service ,"
591,on which indeed the Government is making progress .
592,His basic defence of the Health Service cuts was that
593,""" even after the proposed changes the net cost of the"
594,service to the Exchequer will have increased over
595,three years by 20 per cent.
596,When Mr. Brown sat down Labour M Ps
597,cheered for a full minute - and even his
598,bitterest opponents on defence joined in .
599,Mr. Powell devoted half his speech to giving
600,details of plans for improving the hospital
601,"service , on which indeed the Government is"
602,making progress . His basic defence of the
603,"Health Service cuts was that "" even after"
604,the proposed changes the net cost of the
605,service to the Exchequer will have increased
606,over three years by 20 per cent.
607,""" That cannot continue without either"
608,development being limited or an
609,"adjustment being made in financing . """
610,The Government decided to adjust
611,the financing - which Mr. Powell
612,claimed was underpinning - not
613,undermining - the service . Answering the
614,"attack on "" economic charges "" for welfare"
615,"foods , Mr. Powell said that all these"
616,foods would still be free in families
617,receiving regular National Assistance
618,grants .
619,""" That cannot continue without either development"
620,being limited or an adjustment being made
621,"in financing . "" The Government decided to"
622,adjust the financing - which Mr. Powell
623,claimed was underpinning - not undermining -
624,the service . Answering the attack on
625,""" economic charges "" for welfare foods , Mr."
626,Powell said that all these foods would
627,still be free in families receiving regular
628,National Assistance grants .
629,""" That cannot continue without either development"
630,being limited or an adjustment being made
631,"in financing . "" The Government decided to adjust"
632,the financing - which Mr. Powell claimed was
633,underpinning - not undermining - the service .
634,"Answering the attack on "" economic charges """
635,"for welfare , Mr. Powell said that all these"
636,foods would still be free in families receiving
637,regular National Assistance grants .
638,"MR. Macmillan has picked a strong "" brains trust """
639,team to negotiate terms for joining the Common Market .
640,And he has abandoned plans to visit President de
641,Gaulle this month to smooth the way . General
642,de Gaulle's official welcome last week
643,to Britain's moves towards the Six was
644,"taken as a friendly gesture in Whitehall ,"
645,but no more than that .
646,So the idea of personal mission by
647,the Prime Minister to Paris was dropped
648,Instead Mr. Macmillan will rely on a
649,hand-picked team under the leadership of
650,"Sir Pierson Dixon , Britain's Ambassador to"
651,"France , to back Mr. Edward Heath , Lord"
652,"Privy Seal , who is charged with the conduct"
653,of negotiations with the Six . At the same
654,time the Prime Minister has offered
655,Commonwealth Governments every facility possible to
656,safeguard their interests
657,"Seven Commonwealth countries have told Mr. Sandys ,"
658,"Commonwealth Relations Secretary , that they wish to be kept"
659,"in touch in London . Three of them - Canada , Australia ,"
660,New Zealand - will have strong delegations at an opening
661,meeting in London on Monday . Once the Common
662,Market's Council of Ministers draws up the procedure
663,"for negotiations in a fortnight's time , these Commonwealth"
664,countries can arrange for observers to advise the British
665,negotiating team .
666,The team is composed of experienced
667,negotiators in several fields . Sir Pier-
668,son Dixon has a wide reputation as
669,a skilful backstage negotiator since
670,his days as Britain's chief UN dele-
671,gate . Second in command is Mr.
672,"Eric Roll , 53-year-old Deputy Secre-"
673,"tary at the Ministry of Agriculture ,"
674,"Food , and Fisheries . The Foreign Office"
675,is represented by Sir Roderick Barclay
676,Other leading members are : Sir Henry Lintott from
677,"the Commonwealth Relations Office , Sir William"
678,"Corell-Barnes ( Colonial Office ) , Mr. G. R. Bell"
679,"( Treasury ) , and Mr. G. H. Andrew ( Board of Trade ) ."
680,They will accompany Mr. Heath next month when
681,"he goes to Brussels , headquarters of the Common"
682,"Market Commission , or wherever the Six decide"
683,negotiations should be held .
684,Some of the problems were reviewed yesterday at a
685,"meeting in Paris between M. Couve de Murville , French"
686,"Foreign Minister , and Mr. Heath . MR. Selwyn Lloyd -"
687,a man with troubles enough back home - seems
688,fated to fly into trouble abroad . Last year it was
689,"the riots in Istanbul , which enlivened the NATO"
690,Council meeting .
691,Now we have the strikes and demonstrations in
692,Ghana coinciding with the meeting of the Com-
693,monwealth Economic Consultative Council - the
694,first to be held in Africa . Only a few hours af-
695,ter Mr Lloyd and his 24-strong delegation landed
696,"at Accra this morning , hundreds of shop assistants"
697,demonstrated outside the British-owned Kingsway
698,"Stores , the largest in town ."
699,The stores had been hit by the same strike wave
700,that has paralysed the port of Takoradi for the past
701,"week . Root of the discontent : The austerity Budget ,"
702,including a compulsory savings scheme which the
703,Ghana Government introduced in July . Ghana's strong
704,"man is not here to face the storm . President Nkrumah ,"
705,having made his contribution to the neutrals' conference
706,"in Belgrade , has resumed his holiday on the Black"
707,Sea and no one here professes to know when he
708,will return .
709,But in his absence his chief lieutenants have
710,not let him down . The strong arm of authority has
711,been raised against the strikers and is now beginning
712,"to tell . Today's Ghanaian Times ( motto : "" The welfare"
713,"of the people is the supreme law "" ) reports : "" The"
714,Government has been urged to take immediate ac-
715,"tion to deal ruthlessly with the strikers . """
716,The urge came from a conference of activists of
717,"Nkrumah's Convention Party "" after powerful addresses"
718,"by Comrades Krobo Edusei , Tawia Adamafio , "" and"
719,others . Strong deeds followed strong words . In Takoradi
720,"a "" limited state of emergency "" was declared , giving"
721,the Government adequate power to maintain all
722,essential services and ensure food supplies . Thus it
723,becomes an offence punishable with imprisonment
724,"for anyone who "" publishes a report likely to cause"
725,"alarm or prejudicial to public safety . """
726,And up to ten years' imprisonment can be imposed
727,on anyone convicted of sabotage . These stern measures
728,had the desired effect today at Kumasi where the
729,"strikers gave in , but in Takoradi , the chief storm centre ,"
730,"they are still holding out despite the presence of 1,400"
731,police and 16 armoured cars . And how did the
732,Government react when the strikers demonstrated in
733,Accra ?
734,"At 9.40 Mr. Edusei , Minister of Transport and pro-"
735,"bably the toughest man in Mr. Nkrumah's team ,"
736,drove up to the Kingsway Stores and faced the
737,"demonstrators , most of them shopgirls in overalls ."
738,""" If you have not dispersed by ten o'clock , "" he"
739,"told them , ' the police will act . ' At five to ten"
740,a posse of police arrived and in less than
741,two minutes the crowd had gone .
742,"If the threatened "" counter-revolution "" was not * to bring"
743,the President back from his travels it might have been
744,thought that the muster from the 13 States of the
745,Commonwealth was an occasion worthy of his presence .
746,After all it was Mr. Nkrumah who suggested that this
747,year the Economic Consultative Council should meet
748,in Accra .
749,* enough
750,"It has been left , however , to Mr. Goka , Ghana's Finance"
751,"Minister , to do the honours as host , in which capacity"
752,he held a reception tonight in Accra's Ambassador
753,"Hotel . POLICE , on direct orders from the Cabinet , are"
754,openly intimidating members of Earl Russell's nuclear-
755,"disarming Committee of 100 , the Committee claimed"
756,yesterday . It said pressure was being put on
757,members and associates all over the country .
758,It alleged : Phones were being tapped and
759,going out of action ; Police were visiting
760,"people "" on no pretext whatsoever , except"
761,"to pass the time of day "" ; Supporters had"
762,been warned - one that his connection
763,with the committee was going too far ; another
764,that anti-apartheid agitation was
765,"all right , but support for the committee"
766,was not .
767,A third man's house was watched for four days
768,by plain-clothes men . Committee-member Mr. George
769,"Clark commented at a Press conference : "" The"
770,"most extraordinary things are happening . "" Fifty"
771,committee members will appear at Bow-street
772,"today , including Lord Russell , Lady Russell ,"
773,"Lord Boyd-Orr , the Rev. Michael Scott , and"
774,Mr. Clark .
775,They are required to show why they
776,should not be bound over for disturbing
777,the peace and for inciting a breach
778,of the peace . The summonses say they
779,"are "" likely to persevere in such unlawful"
780,"conduct . "" Lord Russell , 89 , was"
781,"putting his affairs in order , and"
782,"packing a case , at his Chelsea home"
783,"yesterday . His secretary , American-born"
784,"Mr. Ralph Schoenman , said :"
785,""" He is not going to agree to be bound over . That will"
786,"probably mean jail and , though frail , he is very fit and"
787,will take the rigours of prison in his stride . He
788,"hopes to be allowed to do some writing . "" Back at"
